pixel	count
4825	153613
4826	146665
4827	142035
4828	143588
4829	131551
4830	127527
4831	108764
4832	109309
4833	103360
4834	96157
4835	91657
4836	82803
4837	69200
4838	78702
4839	69337
4840	81747
4841	81190
4842	78225
4843	77777
4844	75365
4845	63195
4846	58357
4847	61652
4848	63568
4849	63634
4850	65466
4851	67312
4852	64812
4853	58699
4854	60565
4855	52183
4856	54043
4857	55117
4858	56619
4859	61027
4860	60453
4861	54546
4862	52182
4863	53457
4864	57043
4865	55502
4866	50209
4867	57544
4868	58526
4869	50845
4870	53645
4871	51133
4872	55828
4873	59151
4874	60875
4875	61666
4876	69055
4877	70932
4878	72489
4879	74500
4880	74931
4881	78234
4882	70232
4883	64874
4884	69824
4885	70940
4886	70320
4887	63022
4888	67008
4889	72016
4890	68661
4891	82067
4892	98314
4893	95767
4894	95803
4895	98139
4896	104372
4897	108488
4898	116942
4899	116820
4900	124839
4901	134657
4902	146105
4903	153035
4904	162771
4905	149375
4906	164276
4907	186421
4908	155944
4909	163957
4910	173810
4911	162659
4912	179905
4913	214985
4914	248017
4915	260267
4916	280477
4917	301285
4918	312709
4919	274923
4920	282895
4921	333792
4922	313749
4923	301002
4924	337001
4925	387279
4926	474064
4927	436232
4928	566783
4929	660801
4930	691157
4931	647317
4932	435875
4933	321619
4934	207179
4935	231891
4936	174759
4937	240616
4938	292549
4939	318253
4940	291257
4941	285042
4942	273482
4943	312227
4944	263264
4945	241594
4946	242523
4947	240488
4948	226715
4949	214721
4950	203934
4951	206357
4952	194229
4953	190686
4954	186526
4955	175193
4956	170724
4957	167291
4958	161349
4959	147177
4960	134178
4961	124209
4962	107468
4963	97051
4964	88123
4965	78778
4966	100582
4967	102164
4968	90355
4969	104133
4970	93763
4971	98264
4972	91949
4973	84410
4974	69776
4975	72381
4976	70896
4977	76101
4978	67461
4979	62472
4980	74946
4981	63718
4982	72792
4983	62370
4984	61658
4985	62422
4986	65784
4987	66902
4988	70689
4989	69090
4990	60682
4991	57827
4992	62011
4993	62474
4994	64192
4995	58165
4996	63304
4997	67315
4998	64906
4999	65777
5000	66075
5001	62978
5002	67452
5003	69962
5004	69759
5005	72757
5006	82008
5007	81490
5008	80983
5009	84380
5010	93108
5011	89309
5012	78033
5013	79600
5014	83596
5015	83464
5016	81702
5017	88699
5018	88700
5019	100029
5020	107862
5021	106305
5022	110011
5023	108754
5024	110228
5025	120576
5026	130608
5027	134880
5028	144813
5029	149286
5030	163146
5031	174853
5032	187700
5033	202550
5034	186946
5035	204512
5036	215106
5037	186440
5038	190142
5039	184526
5040	201878
5041	231678
5042	287463
5043	312684
5044	315569
5045	334386
5046	373207
5047	352197
5048	337253
5049	345406
5050	328397
5051	296396
5052	422976
5053	511141
5054	588042
5055	629680
5056	662511
5057	758470
5058	883144
5059	778928
5060	556678
5061	295290
5062	246376
5063	244947
5064	161779
5065	235981
5066	283164
5067	353065
5068	352989
5069	347631
5070	354635
5071	301227
5072	265132
5073	276071
5074	295760
5075	277563
5076	273205
5077	255934
5078	248912
5079	244252
5080	235268
5081	227843
5082	221921
5083	205450
5084	201404
5085	190999
5086	196164
5087	183470
5088	163262
5089	127470
5090	102871
5091	92898
5092	116624
5093	105018
5094	124661
5095	110441
5096	115977
5097	105566
5098	109479
5099	106099
5100	107256
5101	83566
5102	80027
5103	50723
5104	80965
5105	78472
5106	64635
5107	66631
5108	70987
5109	70865
5110	77503
5111	67576
5112	71429
5113	70636
5114	73094
5115	72393
5116	76109
5117	74852
5118	67135
5119	66191
5120	70918
5121	72197
5122	73468
5123	76113
5124	72727
5125	76447
5126	77252
5127	77553
5128	72729
5129	71291
5130	76098
5131	77438
5132	79366
5133	84438
5134	91049
5135	92562
5136	93727
5137	96876
5138	101633
5139	105669
5140	98522
5141	92024
5142	98300
5143	98166
5144	107299
5145	118731
5146	121024
5147	122310
5148	118145
5149	124338
5150	115005
5151	118593
5152	124976
5153	148961
5154	169875
5155	154101
5156	167833
5157	175802
5158	200025
5159	218808
5160	235975
5161	262008
5162	260873
5163	259166
5164	222477
5165	205965
5166	206795
5167	192401
5168	268048
5169	323900
5170	364712
5171	368656
5172	389745
5173	422949
5174	452217
5175	413314
5176	368493
5177	272459
5178	327074
5179	437834
5180	592485
5181	700024
5182	877991
5183	807376
5184	805529
5185	702205
5186	780229
5187	1065062
5188	885584
5189	606851
5190	259077
5191	254316
5192	141537
5193	104060
5194	259579
5195	308757
5196	393317
5197	419157
5198	390370
5199	437790
5200	336381
5201	374075
5202	344722
5203	327598
5204	318625
5205	342746
5206	335956
5207	305049
5208	297456
5209	296452
5210	285928
5211	250680
5212	238911
5213	227364
5214	215066
5215	234863
5216	223735
5217	175559
5218	136443
5219	116350
5220	144061
5221	143036
5222	135294
5223	114770
5224	106995
5225	111419
5226	128654
5227	123136
5228	128756
5229	106841
5230	92029
5231	69855
5232	81358
5233	81963
5234	83395
5235	82746
5236	88412
5237	85250
5238	86798
5239	88603
5240	77934
5241	81039
5242	77187
5243	78116
5244	81595
5245	79997
5246	80541
5247	70317
5248	67969
5249	75772
5250	80518
5251	83484
5252	85458
5253	86780
5254	83852
5255	90920
5256	88190
5257	83781
5258	87409
5259	87718
5260	86907
5261	96885
5262	100274
5263	103818
5264	104296
5265	109259
5266	107452
5267	115781
5268	121293
5269	121103
5270	112295
5271	123251
5272	135904
5273	147771
5274	145584
5275	136391
5276	128458
5277	142392
5278	143625
5279	123638
5280	135244
5281	161931
5282	176627
5283	194159
5284	183673
5285	188357
5286	205426
5287	240592
5288	266451
5289	297725
5290	326295
5291	327181
5292	310957
5293	246857
5294	240655
5295	247872
5296	291963
5297	345632
5298	395275
5299	451813
5300	486690
5301	486771
5302	531309
5303	518028
5304	432100
5305	391143
5306	275909
5307	452651
5308	539839
5309	707186
5310	1103922
5311	1025008
5312	909725
5313	729823
5314	1071283
5315	1071145
5316	752568
5317	401998
5318	285329
5319	255540
5320	156270
5321	141389
5322	271035
5323	357007
5324	371776
5325	501639
5326	597646
5327	508381
5328	463860
5329	464583
5330	405546
5331	320424
5332	392733
5333	436199
5334	421739
5335	392067
5336	394445
5337	378480
5338	341446
5339	333404
5340	239449
5341	242445
5342	241160
5343	276374
5344	232474
5345	167856
5346	198688
5347	192790
5348	189829
5349	158937
5350	120486
5351	109893
5352	101070
5353	121733
5354	91162
5355	134852
5356	129510
5357	111695
5358	106526
5359	85966
5360	93775
5361	99396
5362	103723
5363	94142
5364	108777
5365	101304
5366	103845
5367	92940
5368	96544
5369	91733
5370	91958
5371	87755
5372	90669
5373	80432
5374	78742
5375	68055
5376	73397
5377	84948
5378	88271
5379	92814
5380	96109
5381	95429
5382	92527
5383	99048
5384	103253
5385	99054
5386	98894
5387	97035
5388	102313
5389	116651
5390	116649
5391	118533
5392	122614
5393	122443
5394	126216
5395	131618
5396	140325
5397	143797
5398	148663
5399	157908
5400	168650
5401	166916
5402	161896
5403	152482
5404	154730
5405	167123
5406	170678
5407	152472
5408	193277
5409	214437
5410	233244
5411	221493
5412	210330
5413	226182
5414	286660
5415	304632
5416	300542
5417	337594
5418	312375
5419	378448
5420	463124
5421	326543
5422	319044
5423	398163
5424	385943
5425	445604
5426	485837
5427	558696
5428	580548
5429	614859
5430	650315
5431	508304
5432	456807
5433	359017
5434	413641
5435	424432
5436	710009
5437	1049018
5438	1149654
5439	896122
5440	1031262
5441	682350
5442	1102958
5443	1140359
5444	981756
5445	698492
5446	484807
5447	307939
5448	332502
5449	253953
5450	194171
5451	157340
5452	400292
5453	507532
5454	560827
5455	729356
5456	564530
5457	470369
5458	556414
5459	439066
5460	430288
5461	548264
5462	578519
5463	564316
5464	548644
5465	515096
5466	499510
5467	464899
5468	297086
5469	221912
5470	248208
5471	216147
5472	225762
5473	207613
5474	192528
5475	184744
5476	204123
5477	214553
5478	123396
5479	122320
5480	96318
5481	77906
5482	102826
5483	126083
5484	145213
5485	127414
5486	112407
5487	117617
5488	115791
5489	122508
5490	98123
5491	124728
5492	123253
5493	124898
5494	117077
5495	114580
5496	104551
5497	105289
5498	94591
5499	105557
5500	100153
5501	100753
5502	90724
5503	80536
5504	80162
5505	83562
5506	98917
5507	91266
5508	101774
5509	98013
5510	97588
5511	104329
5512	103399
5513	111188
5514	108901
5515	105843
5516	114171
5517	130133
5518	135804
5519	133603
5520	140007
5521	143921
5522	139465
5523	150867
5524	155182
5525	165474
5526	173344
5527	181430
5528	183800
5529	189735
5530	195451
5531	179811
5532	174875
5533	178657
5534	176419
5535	187555
5536	197978
5537	246903
5538	257410
5539	288224
5540	294459
5541	275403
5542	307205
5543	371770
5544	378841
5545	406333
5546	399340
5547	398227
5548	496338
5549	543740
5550	528574
5551	622690
5552	538512
5553	468790
5554	515631
5555	548277
5556	604500
5557	689079
5558	640818
5559	522880
5560	615934
5561	360571
5562	409088
5563	444952
5564	585172
5565	1048545
5566	1043534
5567	903843
5568	448660
5569	949891
5570	1018473
5571	1084727
5572	942357
5573	465519
5574	428348
5575	234815
5576	369470
5577	131284
5578	130606
5579	208666
5580	470604
5581	407261
5582	701807
5583	816332
5584	607247
5585	711383
5586	606318
5587	492338
5588	605938
5589	711167
5590	784423
5591	768283
5592	733356
5593	678305
5594	617051
5595	485791
5596	189309
5597	262042
5598	249533
5599	227184
5600	118451
5601	177069
5602	236920
5603	232059
5604	247885
5605	210512
5606	145701
5607	117964
5608	137852
5609	94909
5610	87750
5611	150604
5612	137045
5613	122689
5614	138338
5615	142992
5616	133124
5617	118397
5618	125119
5619	133824
5620	135823
5621	110162
5622	116666
5623	96786
5624	118753
5625	110987
5626	107605
5627	110886
5628	110717
5629	101488
5630	98073
5631	97853
5632	81365
5633	84513
5634	103592
5635	85948
5636	105067
5637	100654
5638	105888
5639	112321
5640	116013
5641	118197
5642	115433
5643	119519
5644	134431
5645	161053
5646	148571
5647	155904
5648	157655
5649	167979
5650	170333
5651	174928
5652	179857
5653	191265
5654	204124
5655	217125
5656	203884
5657	220594
5658	215462
5659	202641
5660	204709
5661	181036
5662	202418
5663	147487
5664	215641
5665	296758
5666	317081
5667	359239
5668	385227
5669	378479
5670	432145
5671	464752
5672	502768
5673	503565
5674	473994
5675	589121
5676	681733
5677	711589
5678	803504
5679	791469
5680	595139
5681	668427
5682	701312
5683	751322
5684	900552
5685	667147
5686	496327
5687	539131
5688	634856
5689	453795
5690	662713
5691	581767
5692	900138
5693	1059870
5694	970830
5695	749438
5696	697870
5697	821111
5698	1040854
5699	912651
5700	815805
5701	608882
5702	318605
5703	329300
5704	275766
5705	397412
5706	75985
5707	89004
5708	251666
5709	441782
5710	235009
5711	747210
5712	737574
5713	863130
5714	594759
5715	487131
5716	590870
5717	880022
5718	938355
5719	1036677
5720	840615
5721	656066
5722	776804
5723	545549
5724	199168
5725	163661
5726	213973
5727	206519
5728	143925
5729	78546
5730	264102
5731	289476
5732	266034
5733	265106
5734	161102
5735	157808
5736	145860
5737	92169
5738	78734
5739	97477
5740	140292
5741	170723
5742	181226
5743	184350
5744	184071
5745	143776
5746	122889
5747	137124
5748	167956
5749	134107
5750	120906
5751	110611
5752	122422
5753	117924
5754	119050
5755	121508
5756	120333
5757	107222
5758	90368
5759	116686
5760	107851
5761	119959
5762	106822
5763	84495
5764	100853
5765	112600
5766	99575
5767	111497
5768	109653
5769	125009
5770	124827
5771	120194
5772	139568
5773	151087
5774	170530
5775	165813
5776	174646
5777	184468
5778	189394
5779	199438
5780	198334
5781	211179
5782	229111
5783	246101
5784	231527
5785	257822
5786	253188
5787	248760
5788	220738
5789	198888
5790	188857
5791	163255
5792	170800
5793	288393
5794	382665
5795	374029
5796	447112
5797	489154
5798	482699
5799	568137
5800	638739
5801	587361
5802	575317
5803	677789
5804	712124
5805	816545
5806	854462
5807	888968
5808	610091
5809	786312
5810	804708
5811	843444
5812	932253
5813	751807
5814	449888
5815	459910
5816	667960
5817	348507
5818	746771
5819	597075
5820	628181
5821	1003756
5822	907721
5823	1116098
5824	887221
5825	1015244
5826	957301
5827	509594
5828	635903
5829	400409
5830	210964
5831	405395
5832	465933
5833	310456
5834	327646
5835	182205
5836	142812
5837	104388
5838	180544
5839	782411
5840	903951
5841	812588
5842	330333
5843	564933
5844	733613
5845	815310
5846	1011226
5847	942717
5848	787685
5849	495051
5850	589216
5851	274406
5852	104525
5853	133532
5854	292389
5855	232381
5856	108081
5857	132431
5858	265358
5859	233836
5860	205486
5861	187061
5862	145820
5863	97580
5864	144952
5865	171609
5866	133984
5867	170098
5868	148067
5869	210417
5870	227982
5871	187191
5872	174925
5873	116636
5874	112450
5875	162813
5876	156501
5877	135017
5878	117484
5879	144178
5880	129085
5881	116828
5882	134849
5883	129590
5884	97632
5885	74315
5886	120061
5887	120225
5888	114897
5889	121787
5890	120289
5891	83116
5892	111696
5893	123512
5894	96165
5895	106833
5896	96334
5897	129925
5898	99934
5899	131712
5900	152639
5901	176330
5902	185037
5903	182370
5904	180160
5905	213299
5906	204697
5907	205987
5908	217941
5909	237097
5910	268736
5911	263377
5912	275358
5913	297698
5914	263431
5915	269027
5916	173389
5917	137084
5918	179993
5919	174737
5920	174289
5921	342803
5922	451260
5923	455258
5924	534662
5925	503329
5926	643347
5927	754991
5928	760214
5929	667166
5930	721616
5931	720712
5932	611236
5933	895969
5934	753819
5935	579101
5936	662141
5937	732586
5938	572277
5939	776864
5940	669768
5941	480819
5942	322982
5943	692608
5944	747502
5945	323347
5946	561909
5947	520476
5948	421542
5949	431058
5950	617552
5951	1052333
5952	536231
5953	532780
5954	618072
5955	506449
5956	274475
5957	449843
5958	192791
5959	362672
5960	317090
5961	381304
5962	709544
5963	404190
5964	146324
5965	70304
5966	85280
5967	247068
5968	735862
5969	706356
5970	457413
5971	458778
5972	524377
5973	706316
5974	557433
5975	929948
5976	802591
5977	590908
5978	506911
5979	364621
5980	98754
5981	48653
5982	170528
5983	357639
5984	277813
5985	216019
5986	256570
5987	249498
5988	292451
5989	209220
5990	173419
5991	125910
5992	162270
5993	162825
5994	249551
5995	172991
5996	190003
5997	176020
5998	210073
5999	193469
6000	152109
6001	144498
6002	115026
6003	69594
6004	121966
6005	139551
6006	142631
6007	111004
6008	123203
6009	125584
6010	135185
6011	152301
6012	123960
6013	91575
6014	107274
6015	107358
6016	113904
6017	103881
6018	99693
6019	85842
6020	69470
6021	105772
6022	118623
6023	94234
6024	109132
6025	121772
6026	134275
6027	130185
6028	149418
6029	162066
6030	199040
6031	176503
6032	182439
6033	197890
6034	196326
6035	167807
6036	207118
6037	236842
6038	283470
6039	269020
6040	285944
6041	306325
6042	311481
6043	281665
6044	146818
6045	85197
6046	77712
6047	127967
6048	80105
6049	206837
6050	349053
6051	456442
6052	401045
6053	328655
6054	593897
6055	774082
6056	967742
6057	843866
6058	629157
6059	553140
6060	265407
6061	558034
6062	594580
6063	418215
6064	473697
6065	558155
6066	343745
6067	369343
6068	292500
6069	276750
6070	391461
6071	610127
6072	939187
6073	528500
6074	319089
6075	119344
6076	289150
6077	130969
6078	180432
6079	643938
6080	284003
6081	336041
6082	340920
6083	286102
6084	298751
6085	319069
6086	305632
6087	232113
6088	251433
6089	580156
6090	327593
6091	562976
6092	75747
6093	72741
6094	171302
6095	186838
6096	252361
6097	363837
6098	261379
6099	607575
6100	239201
6101	458749
6102	441719
6103	598554
6104	488932
6105	376445
6106	229635
6107	97237
6108	48864
6109	122492
6110	313605
6111	414805
6112	239722
6113	235941
6114	299349
6115	269009
6116	285419
6117	281253
6118	157230
6119	158736
6120	194136
6121	266178
6122	219833
6123	181355
6124	160693
6125	186328
6126	198558
6127	98585
6128	140805
6129	128736
6130	62426
6131	69229
6132	85398
6133	134610
6134	123537
6135	119706
6136	98985
6137	146715
6138	153599
6139	128919
6140	105758
6141	107281
6142	95168
6143	82121
6144	81930
6145	93145
6146	89496
6147	56285
6148	66715
6149	99778
6150	109889
6151	99772
6152	124183
6153	125872
6154	127279
6155	146040
6156	154694
6157	140421
6158	175280
6159	168753
6160	151961
6161	213411
6162	147237
6163	176597
6164	249144
6165	265945
6166	262967
6167	277247
6168	315093
6169	332896
6170	270979
6171	202351
6172	116343
6173	83111
6174	115404
6175	76724
6176	129688
6177	326857
6178	369180
6179	450092
6180	232099
6181	385594
6182	656272
6183	760018
6184	756759
6185	865506
6186	586320
6187	367588
6188	585774
6189	664517
6190	406477
6191	293033
6192	353886
6193	292094
6194	357214
6195	308868
6196	289544
6197	500680
6198	473168
6199	514040
6200	455647
6201	318476
6202	196638
6203	403050
6204	181914
6205	109752
6206	307811
6207	169811
6208	766280
6209	587685
6210	447966
6211	422132
6212	391335
6213	476854
6214	620474
6215	547757
6216	463085
6217	930801
6218	775905
6219	358236
6220	580449
6221	359928
6222	380752
6223	383457
6224	286128
6225	255243
6226	322410
6227	591270
6228	677509
6229	505936
6230	314870
6231	387851
6232	387040
6233	218744
6234	218251
6235	150073
6236	47752
6237	119937
6238	137865
6239	450399
6240	279521
6241	338288
6242	269020
6243	320896
6244	397258
6245	326532
6246	291761
6247	198404
6248	152402
6249	167053
6250	212935
6251	207030
6252	167964
6253	174006
6254	207441
6255	140131
6256	149107
6257	151530
6258	95905
6259	84629
6260	75285
6261	107020
6262	98030
6263	103564
6264	112602
6265	114233
6266	130089
6267	116142
6268	95833
6269	85634
6270	110651
6271	74117
6272	74493
6273	75966
6274	82884
6275	84532
6276	64940
6277	73145
6278	107845
6279	113606
6280	138206
6281	122889
6282	88351
6283	137815
6284	150836
6285	136827
6286	160185
6287	160444
6288	137387
6289	190554
6290	175403
6291	207368
6292	222874
6293	235753
6294	255634
6295	259493
6296	250564
6297	286052
6298	245814
6299	255557
6300	176150
6301	151437
6302	208587
6303	206470
6304	77513
6305	282757
6306	413354
6307	378051
6308	188889
6309	416160
6310	689379
6311	988193
6312	367774
6313	537033
6314	705408
6315	650383
6316	801567
6317	1436120
6318	716527
6319	704307
6320	741538
6321	638560
6322	624730
6323	524087
6324	795816
6325	973073
6326	1085589
6327	582991
6328	640753
6329	267746
6330	395112
6331	352373
6332	499586
6333	253454
6334	692491
6335	281676
6336	1170695
6337	1006288
6338	690467
6339	739728
6340	669979
6341	756090
6342	1001533
6343	714919
6344	1052367
6345	1254905
6346	782735
6347	917409
6348	472856
6349	937781
6350	627067
6351	661085
6352	522148
6353	735109
6354	753504
6355	937900
6356	828762
6357	644287
6358	418002
6359	225996
6360	367660
6361	305720
6362	191869
6363	209320
6364	227302
6365	121217
6366	304250
6367	362579
6368	364575
6369	354615
6370	320524
6371	361761
6372	330056
6373	280876
6374	242040
6375	118659
6376	152783
6377	193653
6378	189408
6379	219213
6380	201505
6381	223816
6382	199926
6383	182605
6384	168733
6385	122322
6386	101558
6387	104057
6388	103509
6389	102908
6390	110821
6391	114517
6392	118824
6393	121433
6394	119757
6395	98857
6396	96790
6397	99865
6398	95083
6399	84449
6400	80160
6401	87824
6402	101680
6403	81432
6404	62698
6405	88921
6406	114235
6407	135341
6408	127822
6409	66997
6410	102249
6411	153748
6412	122184
6413	130263
6414	155527
6415	133693
6416	183782
6417	194975
6418	170497
6419	252426
6420	190993
6421	237966
6422	257174
6423	261455
6424	220376
6425	200351
6426	265989
6427	138370
6428	167044
6429	229832
6430	372894
6431	208933
6432	161653
6433	505121
6434	414056
6435	416418
6436	348103
6437	689584
6438	926497
6439	574189
6440	295748
6441	587382
6442	971520
6443	1018467
6444	1290530
6445	1243334
6446	1000835
6447	1013639
6448	981441
6449	1020322
6450	1100927
6451	1269831
6452	1350157
6453	1534310
6454	1177694
6455	701739
6456	332727
6457	395777
6458	275932
6459	504991
6460	601486
6461	760788
6462	1063047
6463	891636
6464	1160243
6465	1182551
6466	1183650
6467	1041240
6468	857114
6469	1041729
6470	910640
6471	666101
6472	939595
6473	1088641
6474	988156
6475	721351
6476	793148
6477	823810
6478	828104
6479	657849
6480	813440
6481	1036256
6482	897991
6483	974754
6484	900715
6485	801944
6486	453438
6487	324459
6488	278883
6489	409652
6490	328671
6491	339690
6492	332208
6493	335957
6494	226244
6495	346025
6496	356934
6497	304189
6498	345682
6499	329902
6500	315709
6501	263377
6502	223353
6503	201908
6504	159104
6505	172636
6506	163584
6507	175449
6508	186401
6509	191851
6510	190018
6511	190926
6512	179902
6513	155712
6514	113557
6515	104917
6516	107844
6517	104468
6518	115819
6519	120611
6520	118566
6521	108722
6522	109998
6523	90928
6524	91969
6525	93584
6526	98630
6527	105316
6528	82393
6529	71011
6530	78077
6531	83162
6532	94404
6533	84992
6534	100310
6535	109481
6536	138522
6537	117036
6538	101657
6539	98744
6540	119588
6541	152026
6542	165174
6543	148064
6544	152178
6545	191700
6546	194037
6547	193068
6548	202631
6549	199386
6550	242558
6551	287783
6552	202911
6553	169516
6554	221762
6555	216817
6556	154599
6557	190620
6558	319711
6559	298045
6560	264912
6561	397256
6562	582079
6563	421003
6564	445789
6565	654728
6566	712245
6567	677559
6568	474817
6569	504398
6570	750364
6571	957853
6572	1017507
6573	1000579
6574	1156703
6575	1088417
6576	1016053
6577	603537
6578	1028206
6579	1117273
6580	1299689
6581	1410862
6582	1291913
6583	1177055
6584	788382
6585	371010
6586	429957
6587	546093
6588	796671
6589	695190
6590	1131892
6591	952289
6592	1133072
6593	1095635
6594	1203139
6595	1159601
6596	1008573
6597	1047088
6598	795998
6599	615659
6600	945440
6601	905699
6602	668104
6603	578329
6604	689076
6605	845938
6606	557326
6607	827264
6608	802690
6609	879001
6610	843275
6611	781008
6612	717685
6613	615581
6614	405217
6615	408292
6616	346120
6617	337394
6618	302772
6619	397330
6620	335115
6621	261839
6622	248727
6623	304599
6624	311296
6625	250613
6626	290112
6627	281082
6628	268572
6629	229835
6630	207032
6631	181374
6632	177789
6633	169576
6634	166024
6635	173057
6636	160453
6637	171086
6638	174504
6639	168210
6640	160185
6641	132735
6642	117077
6643	110822
6644	115756
6645	110014
6646	115793
6647	113267
6648	116306
6649	96039
6650	75686
6651	75251
6652	72399
6653	74169
6654	90746
6655	77848
6656	63789
6657	63062
6658	77928
6659	101668
6660	113021
6661	107289
6662	111038
6663	113946
6664	127687
6665	100347
6666	105665
6667	105535
6668	130414
6669	150852
6670	169030
6671	133334
6672	170088
6673	202393
6674	176858
6675	190212
6676	207404
6677	237311
6678	280819
6679	265129
6680	158468
6681	198987
6682	249547
6683	248753
6684	267747
6685	287749
6686	342822
6687	249634
6688	313789
6689	490138
6690	464951
6691	466843
6692	567211
6693	621320
6694	567555
6695	543940
6696	496429
6697	621411
6698	720730
6699	804465
6700	721016
6701	842320
6702	831342
6703	1012587
6704	661763
6705	673469
6706	876212
6707	1091318
6708	1137163
6709	1046897
6710	1142708
6711	1067108
6712	743804
6713	640483
6714	724463
6715	739905
6716	877083
6717	1062971
6718	1285936
6719	1245451
6720	1185534
6721	1276144
6722	1268661
6723	1109223
6724	1118286
6725	946214
6726	837156
6727	643166
6728	666482
6729	712619
6730	663154
6731	414619
6732	520695
6733	646220
6734	679402
6735	654204
6736	735198
6737	621181
6738	660874
6739	632952
6740	583719
6741	523308
6742	485113
6743	396760
6744	343465
6745	290428
6746	267032
6747	360020
6748	338486
6749	311842
6750	253211
6751	249579
6752	244772
6753	261742
6754	260297
6755	242498
6756	242025
6757	213478
6758	190511
6759	185037
6760	157399
6761	175641
6762	156262
6763	151934
6764	143241
6765	159742
6766	143423
6767	146702
6768	148519
6769	136761
6770	119781
6771	101016
6772	108290
6773	109370
6774	108924
6775	106384
6776	103584
6777	95051
6778	71046
6779	64728
6780	60128
6781	66153
6782	80285
6783	69844
6784	56596
6785	70735
6786	90706
6787	95364
6788	102468
6789	105841
6790	109579
6791	105789
6792	112938
6793	97686
6794	106354
6795	112730
6796	118881
6797	139206
6798	140167
6799	145296
6800	156859
6801	160017
6802	185111
6803	181171
6804	228311
6805	237997
6806	260396
6807	272249
6808	223651
6809	222202
6810	229716
6811	235810
6812	300506
6813	260047
6814	269460
6815	238622
6816	285527
6817	387734
6818	415761
6819	415672
6820	446985
6821	482033
6822	475272
6823	419727
6824	435616
6825	489986
6826	548845
6827	608905
6828	615523
6829	574928
6830	675493
6831	679846
6832	715757
6833	744701
6834	776628
6835	795238
6836	895356
6837	879310
6838	895725
6839	1014512
6840	718484
6841	737942
6842	789855
6843	769808
6844	819553
6845	1037668
6846	1102154
6847	1164072
6848	1087798
6849	1235082
6850	1100835
6851	1032795
6852	858888
6853	766999
6854	638730
6855	642305
6856	602786
6857	606610
6858	434290
6859	404922
6860	487704
6861	549564
6862	572598
6863	588858
6864	512764
6865	481414
6866	508568
6867	476311
6868	415296
6869	402249
6870	323643
6871	329918
6872	291268
6873	255659
6874	287470
6875	294415
6876	287628
6877	253750
6878	204111
6879	200090
6880	202393
6881	211184
6882	215590
6883	203137
6884	199739
6885	179495
6886	165813
6887	154917
6888	143606
6889	143851
6890	136605
6891	127556
6892	141689
6893	102770
6894	116103
6895	118987
6896	124216
6897	116023
6898	105428
6899	95355
6900	94036
6901	96262
6902	95048
6903	97143
6904	85573
6905	67430
6906	55262
6907	50733
6908	64891
6909	72097
6910	65299
6911	55258
6912	60045
6913	77889
6914	85681
6915	88446
6916	88783
6917	91431
6918	94263
6919	93885
6920	103445
6921	101612
6922	108676
6923	111700
6924	115420
6925	117697
6926	131152
6927	144150
6928	131713
6929	153250
6930	174981
6931	192617
6932	204452
6933	223239
6934	241141
6935	225700
6936	214298
6937	212796
6938	204434
6939	233799
6940	254613
6941	242772
6942	181492
6943	186569
6944	269320
6945	323682
6946	338659
6947	344289
6948	345999
6949	365927
6950	351337
6951	333925
6952	394061
6953	387166
6954	420630
6955	446316
6956	449161
6957	520123
6958	518643
6959	584705
6960	652502
6961	663510
6962	652256
6963	694851
6964	762094
6965	706513
6966	792939
6967	653743
6968	635500
6969	629406
6970	709841
6971	753369
6972	981025
6973	1091142
6974	1121002
6975	1055688
6976	884591
6977	996592
6978	1022012
6979	817601
6980	819136
6981	662076
6982	644922
6983	569899
6984	559339
6985	447091
6986	438851
6987	368327
6988	345677
6989	504251
6990	426862
6991	468640
6992	440153
6993	437655
6994	410719
6995	400238
6996	366568
6997	340331
6998	271259
6999	261172
7000	260536
7001	249726
7002	253069
7003	257719
7004	243481
7005	233484
7006	204174
7007	170933
7008	165180
7009	169507
7010	169470
7011	174605
7012	172247
7013	157912
7014	143057
7015	138375
7016	130145
7017	132662
7018	125017
7019	122079
7020	119464
7021	92582
7022	94673
7023	96544
7024	105276
7025	101690
7026	97954
7027	90456
7028	93376
7029	91041
7030	86462
7031	83736
7032	64514
7033	59596
7034	40579
7035	44840
7036	55054
7037	52916
7038	63029
7039	60902
7040	67365
7041	58163
7042	66001
7043	75749
7044	77436
7045	78807
7046	76224
7047	82943
7048	75910
7049	71793
7050	93636
7051	99300
7052	104890
7053	84755
7054	78654
7055	128298
7056	122012
7057	121365
7058	141361
7059	164413
7060	180415
7061	187797
7062	197716
7063	206303
7064	188416
7065	178217
7066	168114
7067	199938
7068	221287
7069	218311
7070	214569
7071	169382
7072	215145
7073	253396
7074	255598
7075	269457
7076	264959
7077	255481
7078	283296
7079	287293
7080	302240
7081	296905
7082	330609
7083	284746
7084	358495
7085	336749
7086	419231
7087	430072
7088	524667
7089	564073
7090	572190
7091	557856
7092	596262
7093	550898
7094	638523
7095	646219
7096	491832
7097	581139
7098	585144
7099	604633
7100	728539
7101	904805
7102	1005710
7103	1000957
7104	758949
7105	855593
7106	761376
7107	710346
7108	564063
7109	587385
7110	475378
7111	493017
7112	410355
7113	415481
7114	375107
7115	285795
7116	349759
7117	361195
7118	380564
7119	397249
7120	363028
7121	339715
7122	346760
7123	316972
7124	273085
7125	232051
7126	209164
7127	194560
7128	192785
7129	215389
7130	228917
7131	208667
7132	205182
7133	184627
7134	158837
7135	142995
7136	143941
7137	134410
7138	140798
7139	141459
7140	137811
