name	lii	bii	distance
NGC 2224	198.9675	0.5438	 2415
Juchert 1	47.7275	-1.0007	 2623
NGC 2194	197.2502	-2.3496	 3781
Skiff J0614+12.9	197.314	-2.0976	 3150
FSR 0956	196.9184	-2.5391	 2180
FSR 0952	196.6598	-2.9994	 1994
Berkeley 82	46.8535	1.6241	  860
NGC 1663	185.845	-19.7351	  700
FSR 0975	199.7936	3.5366	 4626
Teutsch 12	197.9215	0.581	 8900
NGC 2395	204.6051	13.9878	  512
FSR 0942	195.5863	-3.5934	 2000
NGC 2355	203.3896	11.8025	 1949
FSR 0126	48.5468	-0.1819	 2110
Teutsch 11	197.6489	0.6471	 3443
Kronberger 13	49.1666	-0.9789	 1380
NGC 2169	195.6076	-2.9346	 1052
FSR 0129	49.3934	-1.3206	 1305
FSR 0953	196.68	-0.582	 1734
Ivanov 2	196.2134	-1.1978	 2084
FSR 0939	195.5397	-2.1918	 2397
FSR 0932	194.6002	-3.4938	 1090
FSR 0957	197.0166	0.9763	 1786
FSR 0940	195.5535	-1.2851	 2421
Riddle 15	48.3565	2.4552	 6288
King 26	50.4121	-1.3418	 2600
FSR 0937	195.3179	-1.3174	 4597
FSR 0131	51.1036	-1.4273	 1303
NGC 7036	64.5442	-21.4428	 1000
Dol Dzim 7	36.2943	29.1658	 1140
FSR 0133	51.1217	-1.1657	 2814
Alessi 57	50.1969	0.7655	 3900
Berkeley 45	50.0403	1.1456	 2350
FSR 0941	195.5895	0.7542	 5800
FSR 0948	195.9441	1.6825	 2330
Melotte 25	180.0638	-22.3429	   45
NGC 7772	102.7395	-44.2729	 1500
Majaess 69	192.1389	-3.8019
NGC 6950	61.1074	-15.1977	 1070
NGC 1817	186.1561	-13.0961	 1972
Collinder 65	188.005	-10.3172	  580
NGC 2234	195.5335	2.8318	 4800
FSR 0924	193.3279	-1.1185	 1721
FSR 0134	51.6765	0.5772	 2478
Berkeley 29	197.9834	8.0247	14871
FSR 0923	193.2296	-1.0189	 1500
Berkeley 47	52.5611	-0.058	 1070
NGC 7084	69.9629	-24.3016	  765
Roslund 1	54.5997	-3.4001	  670
FSR 0929	194.2587	2.4741	 1296
NGC 6839	56.1144	-5.1517	 1410
NGC 2304	197.2156	8.9012	 4400
FSR 0927	193.8369	2.3285	 2981
Harvard 20	56.2792	-4.654	 1604
Kronberger 79	54.1792	-0.6122	 2700
Teutsch 42	53.7701	0.1638	 1600
Skiff J0619+18.5	192.8454	1.5648	 1380
ASCC 104	54.9015	-1.5567	  800
Teutsch 27	54.735	-1.2428	 2480
FSR 0903	191.0064	-0.6125	 1633
NGC 1647	180.3366	-16.7718	  540
FSR 0900	190.7787	-0.774	 3465
Berkeley 44	53.212	3.3543	 1800
NGC 2632	205.9195	32.4843	  187
Bochum 1	192.4312	3.4007	 2803
FSR 0142	55.7842	-0.1882	 2669
NGC 2026	187.2342	-5.0592	 1418
NGC 6802	55.3256	0.9166	 1778
FSR 0894	189.5866	-0.7571	 2886
Roslund 3	58.8105	-4.6818	 1467
NGC 2175	190.0426	0.4823	 1627
FSR 0902	190.9763	2.2848	 1243
Berkeley 23	192.606	5.4457	 6918
Pismis 27	190.0783	0.7968	 1000
Czernik 24	188.0524	-2.2161	 4600
NGC 6873	60.4508	-6.1543	 1250
Czernik 40	57.4762	-1.1003	 3090
Dias 7	58.2793	-2.4539	 2540
NGC 6827	58.2631	-2.3373	 4550
NGC 2420	198.1071	19.634	 2480
Alessi 62	52.7711	8.7372	  546
Koposov 77	185.9645	-4.1056	 5400
Berkeley 21	186.8397	-2.5086	 5000
ASCC 107	58.8653	-1.8907	  700
Basel 11b	187.4423	-1.114	 1800
FSR 0883	188.1049	0.1448	 2977
NGC 6793	56.1669	3.317	 1100
NGC 6938	64.9104	-10.7427	 1250
Berkeley 72	186.2725	-2.5498	 3500
Platais 4	180.7904	-10.8586	  276
FSR 0891	189.2091	3.0108	 2075
Kronberger 12	188.7921	2.3867	 1775
FSR 0855	184.829	-3.8188
Collinder 404	59.1397	-0.1132
NGC 6830	60.1354	-1.7999	 1639
NGC 6823	59.4019	-0.144	 3176
Teutsch 40	57.8573	2.6447	 2980
NGC 2129	186.6012	0.1442	 2200
FSR 0154	59.9998	-1.0755	 4394
Collinder 89	188.1997	3.6843	  800
NGC 1750	179.1781	-10.6956	  630
NGC 1746	179.0749	-10.6452	  800
Alessi 12	67.4655	-11.5079	  537
NGC 1758	179.1544	-10.4899	  760
Roslund 2	60.1935	-0.2827	 2000
IC 2157	186.382	1.2461	 2040
NGC 2158	186.6341	1.7807	 5071
NGC 1802	179.6639	-9.2609	 2100
Melotte 22	166.5707	-23.5212	  133
IC 2156	186.2945	1.2996	 2100
Teutsch 7	60.7538	-0.5641	 7070
Kharchenko 1	186.5814	2.1705	 2520
NGC 2168	186.5909	2.1913	  912
FSR 0869	186.5235	2.5358
Koposov 63	186.5163	2.5268	 3000
ASCC 25	190.181	9.728	 1400
Dolidze 53	60.9415	-0.1079	 1392
Koposov 62	187.2503	4.1973	 2800
FSR 0850	183.528	-2.2496	 1836
Dutra Bica 84	186.1317	2.5914	 6309
NGC 6800	59.2368	3.9448	 1000
FSR 0852	184.1321	-0.4097	 2200
Stock 1	60.247	2.2572	  318
FSR 0162	63.2106	-2.7515	 1721
Czernik 41	62.0054	-0.701	 1360
FSR 0163	63.2242	-2.4197	 3412
FSR 0842	181.5062	-3.8916	 3816
Saurer 5	61.0312	1.7344	 8329
FSR 0858	185.4404	2.8899	 2127
NGC 6904	66.1353	-6.3113	 1355
FSR 0849	183.3518	-0.5687	 1063
NGC 1996	181.779	-3.0506	 1400
Dol Dzim 4	181.393	-3.4099	 1220
FSR 0158	62.3164	0.2756	 2769
Melotte 111	221.3528	84.0248	   96
Kronberger 31	61.6436	1.9081	11900
Koposov 53	184.9025	3.13	 5300
FSR 0856	184.8982	3.1281
FSR 0846	182.5537	-0.7412	 1881
NGC 6885	65.5295	-4.0742	  597
Dol Dzim 3	180.6765	-3.538	 2530
Collinder 416	65.5236	-3.9624
AH03 J2011+26.7	65.7373	-3.9212	 2567
FSR 0165	64.1032	-1.2952	 2628
NGC 6882	65.7809	-3.8485	  432
Teutsch 51	182.7434	0.481	 3300
FSR 0160	62.71	1.3455	 2289
NGC 2266	187.7897	10.2939	 3000
Majaess 68	182.4162	0.2469
FSR 0167	65.1614	-2.4051	 1993
NGC 2331	189.7279	15.2177	 1285
Turner 1	63.4533	0.8293	 1675
ASCC 105	62.7899	2.1517	  500
Dutra Bica 83	182.0577	0.4249	 1586
Majaess 61	180.4221	-2.1386
Dolidze 14	167.4887	-17.9827	 1670
FSR 0170	65.9292	-2.6893	 4023
Turner 8	63.5764	1.7086	 2160
Kronberger 4	63.844	1.8843	 7900
NGC 6940	69.8603	-7.1471	  770
Berkeley 83	66.0568	-0.922	 5728
Czernik 19	174.0986	-8.8321	 2500
Teutsch 10	179.9556	-0.2945	 2600
Czernik 23	180.5386	0.8115	 2500
FSR 0826	179.6802	-0.5105	 2100
Berkeley 52	67.8986	-3.1773	 4900
FSR 0178	67.8813	-2.8307	 3700
Roslund 4	66.984	-1.2703	 2000
Turner 9	64.761	2.5051	  852
NGC 6743	60.367	10.9225	 1111
NGC 1896	177.3223	-3.4514	 2600
NGC 6834	65.6982	1.1889	 2067
FSR 0823	179.1227	-0.2253	 1100
Berkeley 19	176.9015	-3.588	 7870
Alessi Teutsch 10	162.1658	-19.7301
FSR 0756	168.6483	-13.7201	 1800
Teutsch 43	65.0566	3.1877	 2100
FSR 0828	179.919	1.7455
FSR 0821	178.7486	-0.1849	 1213
Koposov 43	179.9008	1.7437	 2800
ASCC 102	63.2685	6.6427	 1500
ASCC 17	176.5623	-3.0712	 2000
NGC 6847	66.8821	0.7833	 1894
Basel 4	179.2295	1.1992	 3000
Latham 1	72.3204	84.5914	 1015
Kronberger 68	67.6524	0.2485	  710
Berkeley 17	175.6462	-3.6479	 2700
Skiff J0507+30.8	173.7711	-5.8432	 8701
Kronberger 52	67.6285	0.8564	  705
FSR 0817	177.6322	-0.1056	 1359
Czernik 18	168.2873	-12.2868	 1052
Teutsch 45	177.9387	0.533	 6770
Teutsch 124	70.2421	-2.6107	  840
Koposov 36	177.066	-0.4062	 1700
FSR 0814	177.0615	-0.4118
DC 8	180.5739	5.5928	 2100
FSR 0815	177.0679	-0.1922	 2153
Kronberger 69	68.5295	0.4453	 6140
Kronberger 60	179.8072	4.7497	 1960
FSR 0816	177.0986	0.1881	 2100
Dol Dzim 9	58.099	22.2588	 2330
SAI 132	68.1188	1.4355	 2860
FSR 0812	176.7812	0.1199	 3300
FSR 0807	176.49	-0.1104	 1300
Kronberger 54	69.1074	0.5186	 1715
Platais 2	128.4464	-30.6035	  190
IC 348	160.4899	-17.8022	  385
Saurer 6	68.0099	2.8506	 9330
Berkeley 71	176.6249	0.8942	 3260
NGC 6846	68.6905	1.9195	 4450
Loiano 1	69.0526	1.7036	 2700
NGC 2099	177.6354	3.0914	 1383
Berkeley 69	174.435	-1.7868	 2860
Dolidze 16	173.2149	-3.4683	  868
FSR 0189	70.6581	-0.1515	 2588
Teutsch 1	175.5595	1.2061	 4300
Koposov 27	175.558	1.2111	 3700
Melotte 31	173.0721	-2.485
NGC 1893	173.585	-1.6805	 3500
SAI 48	173.6941	-1.3634	 1800
Dolidze 18	173.5782	-1.5199
FSR 0182	69.1824	3.3635	 4569
ASCC 100	64.377	12.6629	  350
ASCC 110	70.4505	1.3945	  800
FSR 0190	70.7288	0.9625	 3924
Toepler 1	70.3054	1.7213	 2793
FSR 0195	72.0705	-0.9922	 2331
King 8	176.3948	3.1193	 6403
NGC 7037	79.1329	-9.7609	 1760
Roslund 5	71.4003	0.2729	  389
Dolidze 20	173.8626	-0.5901	  900
FSR 0192	71.1006	0.8542	 2645
Berkeley 84	70.9257	1.2719	 2750
FSR 0188	70.6455	1.7412	 3354
Patchick 75	72.1108	-0.5104	 1442
NGC 1960	174.5345	1.072	 1330
NGC 1931	173.8977	0.2813	 2300
Berkeley 51	72.1471	0.2912	 1300
Stock 8	173.3731	-0.1886	 2005
ASCC 109	70.339	3.5112	  450
Berkeley 49	70.979	2.5753	 2090
FSR 0777	173.0465	-0.1188	 1000
Kronberger 1	173.1072	0.0465	 1900
Dolidze 15	170.46	-3.5538
Majaess 58	172.7402	-0.321
Alessi Teutsch 9	155.7354	-17.796	  700
FSR 0775	172.6393	-0.3229	 1300
Berkeley 50	72.451	0.8586	 2653
Teutsch 28	74.6447	-2.0839	 3100
ASCC 14	171.8365	-1.0292	 1100
NGC 2240	179.2122	11.8463	 1551
Koposov 12	176.1594	5.9997	 2000
Teutsch 8	71.8602	2.4257	 1600
NGC 1907	172.6193	0.3063	 1800
Koposov 10	174.6454	3.7043	 2000
Biurakan 2	72.7509	1.3455	 1106
Ruprecht 175	77.0276	-4.6043	 4431
Ruprecht 173	76.6399	-4.0285	 1791
Kronberger 28	72.5355	1.8521	  550
Turner 11	76.8705	-4.2618	 1905
Ruprecht 172	73.1194	1.0029	 1100
Teutsch 35	69.4579	7.2608	  700
FSR 0198	72.1764	2.6068	 1700
Biurakan 1	72.7318	1.7444	 1600
NGC 6871	72.6448	2.054	 1574
FSR 0759	169.0413	-3.8641	 3801
NGC 6883	73.2775	1.1752	 1380
NGC 1912	172.2495	0.6951	 1400
Majaess 207	74.7787	-0.965
Dol Dzim 11	78.1192	-5.241	 2545
Czernik 21	171.8889	0.4533	 2300
Teutsch 30	75.3542	-1.425	 1600
Alessi 22	108.8836	-24.9334
ASCC 101	67.9939	11.5875	  350
NGC 7063	83.0584	-9.8826	  689
Dolidze 1	73.657	1.8279	 1445
SAI 46	170.6749	-0.4415	 4290
ASCC 15	170.9845	0.0772	 1400
Dolidze 47	77.4677	-3.4179	 2293
Kronberger 57	75.3472	-0.5	 1295
Dolidze 4	74.7443	0.55
Kronberger 73	74.3169	1.2647	 1695
Kronberger 74	74.7916	0.5782	 1760
Teutsch 5	167.5828	-4.1167	 2325
FSR 0753	168.3839	-3.0855	 3001
Dolidze 3	74.6009	1.045	 1032
NGC 1548	162.8953	-9.18	 2501
Stephenson 1	66.8629	15.5147	  390
NGC 1778	168.9031	-2.0154	 1469
Ruprecht 174	78.0183	-3.3955	 2110
FSR 0210	76.2069	-0.5446	 1087
Berkeley 87	75.7149	0.3043	  633
NGC 1342	154.9518	-15.3422	  665
ASCC 111	74.6214	2.0778	 1600
Dolidze 45	81.9602	-7.1712	 2928
Kronberger 18	169.6446	0.0333	 3250
IC 4996	75.3734	1.3158	 2398
Dolidze 37	73.9413	3.5758	 1400
Dolidze 41	75.707	0.9923
Teutsch 39	95.4654	-17.8144	  810
Berkeley 85	75.7257	0.9812	 1760
NGC 6791	69.9585	10.9038	 5035
NGC 752	137.1251	-23.2542	  457
FSR 0225	78.5753	-2.8004	 1150
Kronberger 72	75.1098	2.1374	 1055
Roslund 7	79.7726	-4.1821	  700
Dolidze 40	75.7603	1.2395	 2702
Stock 10	171.6183	3.5616	  380
FSR 0744	167.0845	-2.7642	 1250
Feibelman 1	75.8268	1.3202	 1457
Dol Dzim 5	60.8663	43.8755	  900
Dolidze 42	76.1218	1.0649	  972
Teutsch 52	170.4412	2.2818	 3240
Dol Dzim 6	61.5832	40.3686	  820
Basel 6	74.906	3.2978	 1548
SAI 41	167.6696	-1.3352	 5200
NGC 6913	76.9051	0.5936	 1540
ASCC 113	82.8849	-6.6535	  450
Skiff J1942+38.6	72.7197	7.5565	 2642
Berkeley 86	76.6667	1.2725	 1112
Teutsch 132	167.6853	-0.6324	 5370
FSR 0213	77.6282	0.3808	 1434
King 17	167.2985	-0.7448	 4710
FSR 0763	170.1438	3.4868
Bica 6	166.9857	-1.0033	 1600
Teutsch 2	170.7531	4.6419	 3610
Roslund 6	78.1207	0.2968	  450
Dolidze 5	77.161	1.6669	  969
NGC 1857	168.4053	1.2593	 2490
vdBergh 130	76.9083	2.072	 1589
ASCC 108	74.4549	5.9858	 1100
Czernik 20	168.2857	1.4444	 3370
ASCC 122	95.9111	-15.9023	  700
FSR 0237	80.2922	-2.0974	 1656
FSR 0733	163.944	-3.8094	 1500
FSR 0761	169.4139	3.6643	 3743
NGC 2192	173.4149	10.6543	 3467
Dolidze 10	78.4811	1.1503
Kronberger 59	79.3532	0.0041	  780
NGC 6819	73.9839	8.4913	 2403
FSR 0224	78.4661	1.3621	 1427
Waterloo 2	168.41	3.0938	  550
Berkeley 54	83.129	-4.1428	 2300
Dol Dzim 10	76.6518	4.6286	 1670
Collinder 419	78.0985	2.7806	  740
NGC 6910	78.6825	2.0135	 1139
FSR 0222	78.3947	2.5316	 1238
FSR 0735	164.1786	-1.833	 2500
FSR 0223	78.4257	2.6482	 2466
SAI 36	159.3061	-6.8656	 3000
NGC 2281	174.9014	16.8812	  558
Collinder 62	167.2769	2.6839	 1472
FSR 0219	78.1426	3.5185	  884
Dolidze 38	77.2081	4.9994	 1200
Kronberger 58	78.7753	2.6286	 1515
IC 1311	77.6884	4.2786	 6026
Bica 1	80.1378	0.7433	 1800
SAI 137	82.0964	-1.7145	 1060
Bica 2	80.2226	0.7866	 1800
Dolidze 6	78.8723	2.7559
Dolidze 2	77.774	4.423	 4296
FSR 0238	80.477	0.6172	 3091
Dolidze 11	79.5901	1.8921	 1813
FSR 0236	80.2774	0.9476	  901
NGC 7024	84.2645	-3.8771	 1760
FSR 0723	162.6003	-2.7054	 3103
FSR 0248	81.7137	-0.5958
Collinder 421	79.4299	2.5418	 1050
Dolidze 44	80.1559	1.5615	 1499
ASCC 12	163.0341	-1.8563	  500
FSR 0719	162.2942	-2.5983	 3500
Berkeley 56	85.9909	-5.2213	12100
Berkeley 70	166.8944	3.5802	 4168
FSR 0714	162.0235	-2.7458	 1819
Dolidze 9	79.8982	2.2935	 1063
FSR 0721	162.436	-2.2213	 3662
Majaess 50	162.309	-2.333
FSR 0246	81.6294	0.1496
Berkeley 68	162.125	-2.4076	 1678
Dolidze 36	77.6594	5.982	  900
FSR 0717	162.2671	-2.1384	 1700
FSR 0245	81.4984	0.6177	 1186
Dolidze 8	80.042	2.6935	 1078
SAI 47	166.37	3.5456	 3860
FSR 0734	164.0603	0.5193	 1193
NGC 7044	85.8904	-4.1501	 3326
FSR 0249	81.7484	0.7348	 1790
FSR 0732	163.8671	0.4897	 2800
FSR 0232	79.6862	3.826	 1546
Berkeley 12	161.6696	-1.9911	 3162
NGC 1039	143.658	-15.6133	  499
FSR 0239	80.5224	2.944
FSR 0247	81.7026	1.4944
FSR 0251	82.3302	0.7569	  857
Skiff J0458+43.0	163.0074	0.145	 2125
FSR 0261	83.9882	-1.0904	  852
Berkeley 14	162.873	0.7069	 5500
NGC 1664	161.6768	-0.446	 1199
NGC 1582	159.3028	-3.0394	 1100
FSR 0258	83.5844	0.6782	 1238
Teutsch 22	85.6787	-1.5194	 2700
FSR 0722	162.5303	1.3437	 2501
NGC 6866	79.5604	6.8393	 1189
Wit 4	82.3558	2.957	 1456
FSR 0255	82.9275	2.2004	 1233
FSR 0270	86.1536	-1.6968	 1758
NGC 1193	146.8125	-12.1631	 4571
Berkeley 15	162.2656	1.609	 1202
ASCC 13	163.4007	3.2603	  800
Collinder 428	86.2116	-1.41	 1000
NGC 6996	85.4659	-0.478	  760
NGC 956	141.178	-14.624	 2613
NGC 6997	85.4785	-0.4672	  741
NGC 2666	175.9158	39.2774	  860
Ruprecht 148	160.3362	-0.3963	 3028
FSR 0273	86.2038	-1.0529	 2220
Basel 14	88.589	-3.5908	  964
ASCC 11	150.564	-9.2302	  650
Berkeley 11	157.0815	-3.6422	 2200
NGC 1605	158.5737	-1.5791	 2559
Berkeley 18	163.6315	5.017	 5800
NGC 7039	87.8793	-1.705	  951
FSR 0260	83.7512	3.3019	 1318
FSR 0716	162.2591	3.6188	 4500
FSR 0702	160.1304	0.9632	 2501
NGC 7093	91.0428	-4.3485	 1785
Barkhatova 1	86.2171	0.8017	  833
Berkeley 89	83.1595	4.8218	 2040
FSR 0686	156.8876	-2.1576	 1638
Basel 12	88.2946	-1.2461	 1466
Alessi 37	101.7345	-11.4833	  600
Majaess 211	88.7191	-1.4989
NGC 7062	89.9587	-2.7483	 1910
NGC 6811	79.2105	12.0148	 1215
NGC 7209	95.4961	-7.3387	 1168
NGC 1883	163.0829	6.1588	 4800
Basel 13	88.7501	-1.2444	 1236
ASCC 23	167.5205	14.4218	  600
Berkeley 90	84.8775	3.7844	 2070
Juchert 20	154.4936	-3.4221	 2420
FSR 0275	87.1951	0.9747	 3948
ASCC 119	97.732	-8.3872	 1000
SAI 141	88.0686	0.1096	 4940
NGC 7082	91.1987	-2.9048	 1442
Teutsch 156	88.2434	0.2658	 3930
Majaess 209	85.4091	3.7455
NGC 1245	146.6474	-8.9309	 2818
IC 5146	94.3833	-5.4949	  852
NGC 7011	88.1254	0.6071	 1236
FSR 0699	159.3558	2.5784
NGC 6991	87.4084	1.5348	  700
NGC 1798	160.7031	4.8496	 3470
IC 1369	89.5755	-0.4191	 2083
FSR 0274	87.1552	2.5897	 2153
NGC 7071	91.4257	-2.0242	 1684
FSR 0696	159.1429	3.2775
NGC 7067	91.2161	-1.6953	 3600
Berkeley 88	84.5515	6.3955	 6319
FSR 0282	88.7513	1.0516	 2533
FSR 0687	156.9333	0.967
NGC 7092	92.4027	-2.242	  326
Berkeley 91	90.0203	0.2809	 4100
Aveni Hunter 1	110.5655	-12.5352	  500
FSR 0674	153.4089	-1.8775	 3400
Basel 15	90.8197	-0.1051	 1355
Platais 1	92.5613	-1.6461	 1268
FSR 0288	90.0553	0.9275	 1734
NGC 7686	109.5129	-11.608	 1534
Patchick 89	83.645	10.129	 1845
FSR 0284	89.0667	2.5984	 1887
NGC 1513	152.5898	-1.5743	 1320
Casado Alessi 1	123.2672	-13.3038	  302
Melotte 20	146.5675	-5.8626	  185
SAI 43	158.6089	5.6857	 3840
FSR 0295	92.321	-0.1624	 1230
NGC 7243	98.8568	-5.5239	  808
NGC 2126	163.1863	13.1444	 1090
FSR 0296	92.4995	-0.2758	 2400
NGC 1545	153.3588	0.1844	  711
SAI 143	91.3129	1.4931	 6520
NGC 1624	155.3572	2.6076	 6000
Teutsch 144	92.743	0.4633	 2280
NGC 7801	114.7295	-11.3147	 1275
Berkeley 67	154.8776	2.503	 2450
FSR 0307	94.2537	-0.775	 1500
FSR 0290	90.4196	3.1901	 1201
SAI 49	159.5097	8.586	 2720
NGC 7058	92.8986	0.5899	  404
NGC 7031	91.3361	2.3029	  900
FSR 0312	94.4532	-0.7438	 2700
Majaess 42	150.8525	-1.118
ASCC 126	106.5858	-8.4543	  800
Barkhatova 2	95.5868	-1.5481	 1676
Berkeley 53	90.3889	3.6929	 3100
FSR 0667	151.1422	-0.6528	 1818
FSR 0322	96.4667	-2.1021	 1867
NGC 1528	152.0568	0.2577	 1090
Majaess 41	150.6095	-0.9572
FSR 0304	93.559	0.6707	 1423
FSR 0325	96.6288	-2.0232	 1800
NGC 1348	146.9688	-3.709	 1820
FSR 0319	96.1612	-1.5888	 1680
ASCC 115	97.4507	-2.5433	  600
Majaess 36	149.0758	-1.9697
FSR 0665	150.6813	-0.5957
NGC 7086	94.4066	0.2199	 1298
FSR 0306	94.2004	0.4725	 2328
NGC 2165	162.1613	15.1304	 1445
SAI 1	116.1649	-10.5837	 2170
Berkeley 55	93.0267	1.7978	 3981
King 7	149.7744	-1.0191	 2200
FSR 0671	152.4063	1.4821	 3501
FSR 0660	150.112	-0.552	 5126
Alessi Teutsch 11	87.4576	9.2775	  550
NGC 1790	157.0334	7.3582
NGC 7394	104.7945	-6.4218	 1310
Czernik 15	145.0998	-3.9661	 1155
FSR 0316	96.0708	-0.3331	 1940
NGC 7296	101.8831	-4.5881	 2450
Kronberger 80	92.9307	2.7972	 1355
Berkeley 98	103.8561	-5.6477	 3739
Juchert 19	149.74	-0.1972	 1340
FSR 0323	96.4835	-0.3922	 6699
FSR 0302	93.0943	2.8464
Stock 12	111.5116	-8.6551	  480
Czernik 16	145.8367	-2.9865	 2580
Berkeley 9	146.0646	-2.8224	 1480
NGC 1444	148.0963	-1.2923	 1199
NGC 1496	149.847	0.1871	 1230
King 5	143.7757	-4.2866	 1740
Berkeley 13	155.0851	5.9244	 2470
IC 1434	99.9417	-2.7099	 2600
NGC 1708	155.7637	6.8512	  630
Waterloo 1	151.2691	1.7825	 4400
FSR 0342	99.7624	-2.2128	 2088
Mayer 2	151.1762	2.1236	 1589
Patchick 103	90.0907	7.6471	 2220
NGC 1220	143.0363	-3.9632	 1800
FSR 0341	99.6442	-1.8319	 6000
Kronberger 84	96.2719	1.1029	 1075
Kronberger 81	95.2667	2.07	 7500
FSR 0656	148.5711	0.362	 1400
FSR 0320	96.3765	1.2402	 4724
NGC 7128	97.3421	0.4294	 2307
FSR 0314	95.5932	2.0565	 1710
FSR 0317	96.1217	1.579	 1934
FSR 0324	96.5417	1.2649	 4499
FSR 0326	96.7519	1.0829	 8435
FSR 0655	148.1213	0.2871	 1742
Juchert 11	147.0712	-0.5077	 3000
FSR 0357	103.1022	-3.4148	 2500
ASCC 114	97.0705	1.002	  550
FSR 0654	147.9482	0.345	 4000
IC 1442	101.3634	-2.203	 2346
ASCC 123	104.7462	-3.9988	  250
NGC 7438	106.7097	-4.9009	 1000
NGC 7245	101.3678	-1.8522	 3467
King 9	101.4378	-1.8311	 7900
ASCC 116	99.4941	-0.318	 5000
ASCC 128	109.9354	-5.9629	  900
NGC 7127	97.9072	1.1502	 1445
NGC 7175	99.7171	-0.0752	 1930
ASCC 121	103.5642	-2.5913	 2500
Czernik 12	138.0795	-4.7543	 2000
FSR 0333	98.4883	1.0633	 6001
FSR 0662	150.3909	3.8875
Alessi 2	152.2918	6.3291	  501
FSR 0336	99.0925	0.9639	 1116
ASCC 3	120.0209	-7.477	 1700
FSR 0338	99.2425	0.9492	14655
Berkeley 96	103.7096	-2.0995	 3180
NGC 7226	101.4048	-0.5958	 2616
FSR 0334	98.7085	1.5443	 2201
NGC 744	132.4037	-6.1594	 1207
Stock 11	111.9004	-5.6973	 1600
FSR 0365	104.1789	-2.2118	 3864
Alessi J2327+55	111.2293	-5.3655	 1000
ASCC 2	118.4625	-6.8875	 1200
Teutsch 126	101.9754	-0.6002	 1740
NGC 2013	156.5135	13.4167	 1100
NGC 657	130.2212	-6.2989	 1372
ASCC 5	123.8552	-7.02	 1500
Berkeley 94	103.0946	-1.1846	 2630
Trumpler 2	137.3765	-3.9711	  725
Stock 19	116.4028	-6.1946
SBB 2	102.7828	-0.7009	 3600
FSR 0384	106.7498	-2.9527	 4799
Teutsch 127	102.8091	-0.6736	 3600
NGC 6856	89.6829	13.5273	 1704
King 6	143.3584	-0.1389	  871
FSR 0611	137.2734	-3.4708	 1000
Majaess 19	123.91	-6.3603
SBB 4	103.5835	-0.5977	 2270
IC 1590	123.1226	-6.2429	 2940
Berkeley 102	113.0131	-4.8311	 9638
NGC 7789	115.5319	-5.385	 1795
FSR 0614	137.7652	-2.9036	 2434
FSR 0356	103.0913	-0.0822	 2200
Stock 4	131.2308	-4.8131	 1200
NGC 7423	107.6125	-2.275	 4150
NGC 884	135.0659	-3.5878	 2940
NGC 869	134.6322	-3.7409	 2079
ASCC 120	104.7362	-0.6003	 2500
FSR 0647	146.2645	3.1212
Alicante 1	146.2698	3.1393	 3981
SAI 25	139.7085	-1.3412	 2290
NGC 7235	102.7011	0.782	 3330
NGC 7352	105.8957	-1.0538	 2550
Trumpler 37	99.3117	3.7341	  835
Berkeley 92	97.9256	5.0702	 8630
NGC 957	136.2875	-2.645	 2200
NGC 7055	97.4487	5.5975	 1275
FSR 0354	102.8121	1.2279	 1169
ASCC 6	130.3457	-4.3366	 1200
ASCC 9	137.8775	-1.7516	 2900
NGC 7281	104.4454	0.2885	 1620
Stock 21	120.1339	-4.8339	 1700
Teutsch 74	100.3644	3.5966	 2650
FSR 0596	135.65	-2.3102	 1417
NGC 7261	104.0335	0.9206	 2830
NGC 7380	107.1409	-0.884	 2222
King 2	122.874	-4.6884	 5750
NGC 457	126.6348	-4.3826	 2429
King 18	107.7624	-1.0168	 3010
Basel 10	134.3	-2.6154	 1944
IC 361	147.4836	5.7006	 1070
FSR 0377	105.7811	0.0553	 2300
FSR 0381	106.6366	-0.392	 3392
Juchert 9	145.1202	3.6801	 4400
King 20	112.8415	-2.8649	 1900
FSR 0441	113.9823	-3.1101	 1998
Czernik 14	140.9287	0.9063	 2175
FSR 0394	108.3174	-0.8069	 4739
Czernik 8	135.7957	-1.5785	 1409
FSR 0591	135.1519	-1.8093	 2200
Alessi 20	117.6423	-3.6914	  600
Berkeley 66	139.4337	0.2184	 5000
FSR 0358	103.3452	2.2084	 2578
NGC 436	126.1104	-3.9086	 2400
FSR 0385	106.9581	0.1166	 1726
ASCC 7	131.5453	-2.7687	 2000
Berkeley 97	106.643	0.3642	 2410
King 4	136.0146	-1.1977	 3172
FSR 0366	104.3594	1.7663	 5610
Tombaugh 5	143.9423	3.5725	 1750
FSR 0443	114.3022	-2.6429	 1250
Berkeley 95	105.4706	1.203	 3343
King 10	108.4814	-0.3958	 3379
SAI 17	134.1653	-1.7238	 3800
FSR 0459	116.4684	-2.994	 3800
Berkeley 103	114.5571	-2.4904	 7379
FSR 0486	118.9685	-3.3142	 1850
FSR 0634	142.9653	3.2881	 2301
NGC 6832	92.0048	16.3489	 1750
Stock 2	133.3339	-1.6944	  303
ASCC 8	134.0234	-1.3232	 2200
Czernik 11	135.8695	-0.571	 1210
FSR 0401	109.4022	-0.2316	 3208
FSR 0474	117.8381	-2.7228	 4638
Teutsch 54	107.8984	0.5744	 2890
FSR 0435	112.9848	-1.5269	  805
FSR 0417	110.969	-0.7488	 2329
FSR 0521	123.1283	-3.0212	 2534
