hip	ecl_lon	ecl_lat	plx_diff	plx_diff_error	div	xhip_plx	xhip_plx_error	tgas_plx	tgas_plx_error
10903	21.50435295520213	-38.58500600252552	4.1536133079649264	1.0331259695135748	4.020432580859976	6.49	1.	2.3363866920350738	0.2595173768427924
4696	20.56061822583135	9.951099636579881	3.604602179340133	0.8969071899582579	4.018924387826449	11.59	0.86	7.985397820659867	0.2546419199558837
33894	107.6413081492275	-28.515506567954297	3.45650175406717	0.8602180022304776	4.018169516453658	5.81	0.46	2.3534982459328297	0.7268940853806654
116370	334.81688056715706	-36.15553698801498	2.413541216712293	0.6007704837413831	4.0174097796576556	14.	0.53	11.586458783287707	0.282887210977901
111943	349.94451666446145	26.1961456947326	-3.9086963258592498	0.9736489376210784	4.014482196642034	9.52	0.7	13.42869632585925	0.6767512495227879
23569	79.67608379823541	24.725560985315216	2.8541473307383374	0.7110442969314544	4.014021831066709	4.46	0.66	1.6058526692616626	0.2645448774759138
36132	99.6888008641468	50.37120593425978	-3.995180003642645	0.9955886758595641	4.012882127444163	6.83	0.87	10.825180003642645	0.48404215880416884
59933	178.15865773508722	14.974271813410368	4.01411906581999	1.0025012910427022	4.004103637258066	17.53	0.77	13.51588093418001	0.6419570379256582
105443	32.50481287558178	71.53959800240129	2.4876525324067678	0.62127986382423	4.004077191709153	5.45	0.58	2.9623474675932324	0.2226851346485744
95626	280.1966122918891	-49.10204030528243	4.726492300127628	1.181091114480596	4.001801590223782	10.49	1.15	5.763507699872372	0.2692140796931255
112500	14.692260475003561	54.13408512788113	2.593526794191084	0.6490278172508228	3.996017929057101	6.23	0.55	3.6364732058089166	0.3445825119842378
117585	350.43283556718865	-15.82937273813701	-4.321711737372677	1.0818022526922508	3.9949184119531593	7.27	0.75	11.591711737372677	0.779612797438593
110593	308.28398728798965	-48.22511858990947	-2.9778596855645416	0.7457624090508717	3.9930407451810956	0.63	0.68	3.6078596855645415	0.3062051122260363
98451	292.3098227306476	-25.84533592932567	4.616107333133886	1.1564619650338137	3.991577304489142	17.49	1.13	12.873892666866112	0.24597617073584618
25759	48.4800698070805	-84.7829957539113	3.6337462797871947	0.9112637751610917	3.987589958949951	12.96	0.88	9.326253720212806	0.23664671542374013
64910	224.53411377405996	-44.433089212810984	2.7656451586261763	0.694129847872878	3.9843340076807543	3.63	0.58	0.8643548413738238	0.38133482100121
47820	132.72703210431013	28.958796426118226	3.984380925034057	1.000381787476036	3.9828603188455216	5.06	0.91	1.0756190749659427	0.4155282429796422
102516	307.34968518418844	-6.711076937680649	-3.2574899143898595	0.8179727443263637	3.9823942019884107	7.85	0.74	11.107489914389859	0.3485389654842092
91187	279.0837818064545	12.263189103523874	-4.015916941700439	1.0084694455214627	3.982190000435636	24.15	0.98	28.165916941700438	0.23792986897480242
66340	170.64846362443646	55.876804161086326	-3.846685253676611	0.9678805545587685	3.9743388123240213	8.43	0.83	12.276685253676611	0.49788830865264283
5492	35.025441519812794	33.88978496211253	3.6834721898812335	0.9269919531286855	3.9735751507326103	4.59	0.89	0.9065278101187665	0.2592567861509801
85653	254.83559471728583	70.4509086731919	-2.212711779192844	0.5569086011944026	3.9732045338269844	44.91	0.5	47.12271177919284	0.24524924074154875
17138	46.820770050454804	-37.93954732616787	3.2964319383154934	0.8305822588947439	3.9688205509013117	5.46	0.68	2.1635680616845065	0.47693488946678597
7446	15.132143985051224	-25.499781351028354	-2.862719446887091	0.7214030839645126	3.968266161484714	22.57	0.52	25.43271944688709	0.500022409051344
25447	85.99218421016454	47.86996149159842	3.6117093721906	0.9103023368315536	3.967593211681414	5.51	0.83	1.8982906278093998	0.3738319735402353
6606	16.89131145888	-14.737871275626656	4.207265029742199	1.0606617389486237	3.9666416494976358	10.58	0.81	6.372734970257801	0.684765160087397
